S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,Ethylene_ppm,Methane_ppm
2386.85,1760.43,1089.65,1209.02,551.08,811.76,1164.01,1220.48,3363.2,2704.45,1096.86,877.8,526.5,494.31,1144.77,888.79,0.0,0.0
2585.78,1614.37,3377.46,3697.77,2595.84,3270.84,3346.37,3773.01,3562.61,2822.71,2487.55,2375.87,2372.63,2533.4,2747.68,2263.96,10.0,73.33
2366.9,1670.18,2013.84,2246.12,1361.79,1687.94,1674.84,1860.32,3296.4,2636.77,1549.74,1390.64,1209.84,1288.31,1392.12,1125.19,0.0,0.0
2435.99,1732.36,2051.08,2204.28,751.22,1023.79,2356.95,2486.03,3463.06,2751.91,2047.77,1694.17,704.77,725.88,2318.55,1773.5,6.67,0.0
2584.75,1852.08,4030.28,4446.27,3215.75,4054.99,3785.37,4291.03,3669.13,2918.15,3138.87,2816.29,2876.99,3151.81,3066.78,2495.93,6.67,106.67
2262.25,1796.1,1250.07,1398.25,784.43,1018.26,1219.05,1342.91,3358.26,2692.12,1108.1,921.11,732.25,727.76,1142.34,883.39,0.0,0.0
2353.97,1697.73,904.44,1022.41,519.83,779.7,1013.71,1071.27,3348.4,2682.42,902.51,735.44,494.31,475.52,1023.79,777.25,0.0,0.0
2491.61,1720.27,4216.63,4667.69,3261.67,4090.45,4032.84,4536.85,3590.51,2829.4,3359.14,3016.4,2891.85,3236.81,3308.78,2697.89,8.33,136.67
2483.24,1681.94,1238.54,1361.58,569.41,816.33,1286.03,1356.12,3433.33,2760.12,1269.05,992.83,513.71,516.41,1308.46,981.23,0.0,0.0
2680.33,1797.46,3702.36,4076.89,2348.01,2853.56,3544.08,3876.59,3686.18,2918.96,3132.98,2719.18,2053.2,2239.53,3078.74,2436.49,8.33,0.0
2670.39,1654.68,3965.22,4355.48,2974.07,3740.66,3812.33,4307.0,3703.27,2941.0,3136.91,2826.19,2676.93,2918.96,3209.21,2599.2,10.0,100.0
2475.38,1677.28,2065.75,2280.14,762.52,981.82,2160.08,2264.21,3547.06,2854.63,2166.1,1685.5,692.1,700.29,2120.49,1616.12,0.0,0.0
2294.15,1600.55,2016.43,2277.69,3054.84,4176.28,2507.89,3081.25,3424.52,2738.43,1359.48,1480.68,2872.68,3045.69,1692.39,1557.34,0.0,233.33
2359.93,1657.34,4010.44,4458.51,4115.7,5487.38,3601.04,4242.33,3394.08,2708.92,2483.49,2631.58,3714.9,4087.22,2409.36,2165.61,0.0,280.0
2596.62,1674.39,2577.28,2803.47,1073.86,1284.16,2682.69,2877.53,3608.88,2881.58,2523.95,2005.86,968.29,1008.58,2594.55,1983.38,6.67,143.33
2485.52,1631.52,2624.31,2896.45,2434.73,3099.65,2409.36,2787.48,3416.31,2742.66,1796.78,1790.44,2187.33,2333.63,1790.22,1534.35,0.0,73.33
2837.44,1609.1,2860.01,3101.33,1026.56,1215.57,2813.35,2956.56,3824.45,3061.22,2895.1,2225.41,923.25,983.2,2727.88,2104.73,0.0,0.0
2687.66,1744.47,4087.22,4513.16,3320.04,4285.71,3831.92,4326.69,3721.33,2934.19,3124.84,2850.06,2988.06,3298.13,3093.23,2532.38,6.67,150.0
2394.59,1701.3,3093.79,3471.32,2892.67,3834.72,2858.13,3304.17,3510.42,2784.82,2087.11,2117.87,2627.68,2810.14,2093.54,1786.82,0.0,133.33
2241.24,1695.51,4040.22,4518.99,4081.41,5371.53,3616.12,4275.09,3281.74,2601.27,2559.28,2660.47,3680.09,4058.21,2452.12,2189.99,0.0,276.67
3013.64,1688.16,4527.23,4835.2,1310.54,1482.61,4639.38,4918.41,4032.84,3206.66,4528.6,3583.3,1180.46,1249.86,4433.72,3466.3,18.33,0.0
2282.84,1724.97,1206.98,1342.07,758.0,998.73,1169.69,1274.84,3291.51,2641.72,1094.06,910.45,706.26,698.06,1092.25,845.93,0.0,233.33
2344.29,1665.75,1586.55,1759.53,1036.86,1319.5,1384.74,1523.31,3288.92,2640.41,1299.93,1129.83,959.1,974.56,1220.69,965.95,0.0,0.0
2656.56,1650.71,4061.43,4440.16,2961.75,3736.67,3874.4,4331.03,3688.01,2912.45,3273.71,2898.89,2687.14,2934.74,3256.52,2643.28,8.33,100.0
2354.72,1675.06,1267.81,1412.01,796.94,1063.09,1212.7,1325.35,3332.75,2661.78,1135.48,958.51,748.78,750.28,1131.85,883.97,0.0,0.0
2452.12,1685.5,3009.51,3378.92,2909.19,3869.39,2835.03,3306.19,3450.97,2751.91,1962.15,2051.78,2655.52,2844.15,2044.93,1774.4,0.0,133.33
2707.08,1686.83,3902.97,4309.0,3077.07,3951.9,3691.06,4161.58,3750.2,2961.21,3046.8,2753.5,2784.82,3027.71,3032.14,2457.67,6.67,123.33
2299.56,1805.85,2487.04,2798.13,2398.6,3072.34,2329.18,2690.54,3206.94,2567.5,1693.28,1739.98,2162.48,2277.93,1696.84,1484.11,0.0,83.33
2551.58,1719.38,3975.71,4370.59,3204.95,4019.08,3753.27,4239.03,3639.39,2881.31,3053.73,2806.94,2847.64,3143.93,3026.89,2494.66,10.0,136.67
2307.2,1722.95,3656.06,4109.22,3691.98,4911.54,3364.08,3919.03,3362.62,2688.45,2305.47,2427.18,3319.75,3642.72,2312.13,2050.6,0.0,233.33
3011.71,1604.71,4132.26,4428.29,1233.61,1437.51,4344.08,4582.39,3991.3,3185.96,4187.08,3302.16,1109.3,1195.95,4211.37,3252.52,16.67,0.0
2680.59,1812.2,4004.06,4382.02,3001.25,3767.14,3867.2,4292.36,3710.31,2920.86,3239.67,2897.27,2703.66,2924.94,3223.71,2619.39,8.33,86.67
2468.29,1743.12,1238.34,1343.12,576.69,833.88,1331.19,1430.06,3410.46,2731.04,1193.3,987.71,557.97,548.36,1347.1,1016.48,11.67,0.0
2093.54,1810.62,3373.68,3782.27,3349.85,4357.82,3027.16,3573.1,3262.53,2601.27,2165.61,2248.56,2996.57,3271.41,2087.35,1859.86,0.0,176.67
2278.91,1660.66,3508.94,3920.29,3448.62,4557.17,3163.93,3711.84,3396.42,2703.93,2231.49,2334.87,3124.84,3427.16,2200.64,1946.57,0.0,183.33
2621.72,1738.63,4377.31,4829.48,3505.37,4463.62,4146.9,4661.38,3725.62,2926.84,3398.46,3092.95,3084.59,3459.81,3351.01,2752.97,8.33,170.0
2293.41,1750.08,2393.84,2679.28,2191.69,2824.58,2247.34,2588.87,3317.44,2631.58,1659.11,1677.94,1982.45,2111.65,1686.16,1425.38,0.0,66.67
2422.16,1765.16,3357.39,3696.86,2640.67,3315.13,3303.31,3727.16,3367.27,2676.14,2494.41,2389.59,2383.85,2550.3,2693.43,2214.71,8.33,83.33
3053.45,1703.97,3419.54,3648.78,1029.93,1246.57,3560.82,3764.67,4077.21,3214.89,3457.45,2733.15,940.37,1003.06,3481.08,2695.26,11.67,0.0
2620.42,1687.05,3864.38,4271.45,3004.55,3809.84,3648.18,4103.71,3691.06,2917.06,3022.74,2735.79,2726.56,2937.19,2983.66,2455.4,6.67,113.33
3069.56,1680.16,4524.82,4844.88,1305.34,1484.54,4647.4,4913.71,4088.51,3263.39,4517.27,3539.9,1175.79,1258.31,4479.98,3468.96,18.33,0.0
2688.97,1713.34,4505.28,4928.93,3294.96,4111.81,4322.35,4814.46,3771.15,2958.2,3683.44,3251.66,2922.49,3273.13,3619.13,2917.06,10.0,136.67
2881.04,1624.69,3946.52,4217.61,1183.11,1381.78,4110.51,4349.11,3916.83,3137.75,3976.66,3139.44,1068.08,1120.16,3971.26,3071.78,15.0,0.0
2705.5,1751.88,3229.69,3479.3,1073.66,1262.65,3378.92,3570.1,3689.23,2948.64,3229.12,2566.22,978.49,1031.51,3257.67,2527.27,10.0,0.0
2830.74,1707.76,3438.32,3713.06,1029.13,1216.39,3493.51,3659.71,3918.4,3143.65,3484.63,2736.58,936.67,1006.22,3360.3,2599.46,10.0,0.0
3277.43,1727.65,4275.42,4555.45,1229.71,1413.29,4371.93,4639.38,4285.05,3404.6,4299.68,3388.54,1094.26,1162.39,4248.28,3292.08,16.67,0.0
2771.0,1605.59,3942.41,4222.22,1161.98,1386.85,4259.52,4519.67,3778.57,3019.16,4071.41,3211.2,1051.15,1108.5,4165.49,3228.27,16.67,0.0
2408.36,1654.91,2212.77,2506.87,2472.59,3263.96,2297.1,2723.13,3361.75,2704.71,1362.84,1550.39,2271.07,2400.35,1584.58,1423.47,0.0,93.33
2283.82,1750.08,2346.27,2665.69,2194.11,2813.35,2200.64,2551.84,3290.93,2619.39,1650.04,1644.3,1976.84,2093.54,1645.63,1410.74,0.0,66.67
2352.48,1714.01,1586.11,1757.95,1022.21,1275.88,1399.1,1533.7,3298.13,2620.94,1309.5,1133.46,923.64,936.47,1251.51,974.56,0.0,0.0
2069.3,1810.16,1128.42,1263.47,757.43,1003.46,1070.47,1180.26,3204.38,2561.59,964.97,843.05,719.33,703.46,972.6,764.59,0.0,0.0
2366.9,1667.3,1012.73,1137.29,679.46,931.22,1017.86,1107.9,3302.73,2647.18,910.25,778.19,636.2,607.37,964.38,763.27,0.0,0.0
2353.23,1669.29,2501.02,2848.45,2779.77,3749.58,2681.9,3142.25,3435.68,2768.61,1636.36,1814.48,2549.53,2722.34,1922.92,1693.72,0.0,133.33
2303.75,1859.4,2873.22,3239.38,2522.93,3261.67,2604.63,2982.57,3219.73,2555.94,1961.92,1993.68,2239.29,2396.59,1916.21,1653.8,0.0,0.0
2363.67,1612.83,906.19,1004.64,516.41,792.39,1014.31,1075.66,3387.08,2702.35,893.04,740.51,492.16,482.5,1035.08,776.49,16.67,0.0
2587.58,1847.97,3843.45,4229.47,2960.66,3711.53,3653.94,4100.48,3701.14,2943.46,3013.09,2695.53,2668.04,2908.38,2984.49,2445.06,6.67,106.67
3019.43,1614.37,3193.33,3424.52,1096.66,1303.26,3358.55,3542.88,3975.07,3145.06,3216.31,2561.08,1010.36,1054.14,3289.21,2516.55,10.0,73.33
2352.48,1707.32,4230.79,4711.94,4239.69,5626.83,3771.77,4428.97,3420.12,2704.19,2632.62,2748.21,3810.47,4216.96,2560.56,2279.4,0.0,296.67
2631.58,1755.7,3227.98,3600.14,2574.7,3243.95,3024.4,3403.43,3629.1,2871.87,2589.91,2318.3,2349.75,2515.02,2459.69,2011.73,0.0,83.33
2387.35,1646.29,3053.73,3404.31,2793.34,3588.41,2898.89,3390.87,3394.96,2717.07,2062.2,2093.06,2535.19,2733.41,2153.82,1845.23,10.0,220.0
2682.69,1784.34,3670.04,4036.69,2520.38,3143.65,3633.64,3970.3,3707.25,2937.19,3118.67,2717.34,2270.33,2453.63,3119.79,2486.54,8.33,73.33
2261.27,1851.17,1256.25,1385.79,547.46,809.48,1323.47,1378.83,3240.52,2599.46,1305.55,1044.0,516.41,517.31,1341.65,996.37,0.0,0.0
2868.09,1608.22,3661.83,3982.39,1753.23,2106.64,3533.64,3791.86,3860.0,3059.56,3369.31,2756.42,1550.61,1663.98,3307.92,2604.11,10.0,0.0
3237.67,1717.81,3788.15,4064.97,1118.95,1313.46,3906.75,4152.44,4260.85,3382.71,3819.78,3004.0,1016.08,1082.85,3830.36,2978.73,13.33,0.0
2500.76,1709.1,2603.34,2914.35,1800.18,2219.08,2132.46,2397.09,3536.92,2798.4,1948.43,1780.04,1575.2,1683.05,1727.43,1414.35,0.0,0.0
2282.35,1766.28,2393.59,2690.54,2205.49,2815.22,2246.12,2597.13,3332.75,2633.4,1655.13,1670.18,2005.63,2137.73,1696.62,1439.21,0.0,66.67
2361.68,1642.76,998.34,1119.15,618.92,891.49,1065.88,1142.34,3383.58,2707.61,940.76,779.51,571.41,552.89,1019.64,789.93,0.0,0.0
2751.39,1644.74,4874.71,5382.3,4030.6,5159.52,4471.79,5045.18,3806.74,3008.41,3775.17,3385.91,3612.8,4031.24,3512.21,2916.79,0.0,220.0
2651.87,1792.71,2862.44,3099.93,1094.26,1285.4,2957.11,3137.47,3653.94,2908.92,2815.49,2261.03,987.12,1043.61,2841.2,2197.98,8.33,0.0
2370.89,1714.68,1710.22,1939.14,2716.55,3777.95,2163.21,2665.95,3303.88,2643.02,1227.45,1274.43,2590.42,2698.68,1532.61,1392.12,0.0,233.33
2458.68,1626.45,2573.93,2785.88,1061.7,1291.42,2940.46,3178.61,3468.37,2776.31,2420.15,2033.61,957.54,1000.9,2818.43,2193.38,10.0,0.0
3011.71,1605.81,4728.52,5181.62,3627.29,4633.1,4495.01,5009.89,3995.13,3155.75,3782.27,3345.79,3271.41,3611.89,3729.0,3022.74,10.0,166.67
2714.44,1714.46,4470.43,4906.83,3289.5,4092.39,4291.03,4780.25,3788.46,2987.78,3653.64,3224.56,2895.1,3248.52,3594.72,2898.89,0.0,136.67
3230.83,1610.86,3986.84,4269.79,1163.8,1376.3,4062.71,4280.73,4228.15,3343.18,4044.07,3170.14,1047.78,1140.73,3947.15,3057.62,13.33,0.0
2890.5,1615.24,3168.44,3399.34,1096.86,1313.46,3317.15,3496.47,3893.22,3078.18,3197.01,2555.69,996.76,1041.22,3197.86,2484.51,10.0,0.0
2604.63,1782.08,3556.03,3928.81,2697.1,3393.79,3460.99,3861.56,3627.89,2879.15,2870.52,2558.25,2429.95,2639.89,2901.87,2340.08,6.67,96.67
2623.01,1711.11,4430.33,4868.23,3456.27,4419.49,4152.12,4668.39,3706.03,2936.37,3462.17,3089.61,3108.04,3424.81,3382.41,2764.1,8.33,156.67
2332.15,1806.53,3171.83,3546.17,2411.37,3007.3,2579.08,2934.46,3325.81,2634.96,2193.86,2125.76,2080.7,2258.09,1912.52,1638.79,0.0,0.0
2445.56,1605.81,3621.55,4020.99,3539.0,4646.36,3235.96,3818.54,3416.31,2728.67,2317.07,2361.18,3200.7,3484.33,2229.3,1984.55,0.0,183.33
2726.56,1595.08,1661.98,1831.08,648.92,887.63,1623.38,1703.75,3685.57,2967.22,1741.77,1329.73,618.55,620.2,1664.2,1246.36,0.0,0.0
2288.49,1706.2,1087.45,1211.88,551.81,805.68,1164.01,1221.92,3367.86,2697.1,1091.85,880.5,499.15,496.1,1167.86,883.2,6.67,0.0
2297.59,1711.33,1565.18,1743.12,1021.42,1303.88,1377.57,1518.56,3269.12,2617.05,1284.99,1115.33,938.22,946.02,1196.76,963.01,8.33,0.0
2930.38,1747.83,3769.3,4040.22,1146.59,1327.64,3902.65,4137.46,3924.71,3140.56,3783.2,3005.65,1020.43,1076.66,3778.26,2929.56,13.33,0.0
2540.57,1718.03,3960.46,4218.6,1219.05,1431.12,4309.67,4535.48,3612.5,2872.68,3962.37,3160.54,1100.47,1172.33,4109.54,3191.34,16.67,0.0
2693.69,1785.69,3752.97,4115.05,2634.96,3308.78,3662.14,4045.03,3704.8,2915.7,3143.37,2730.51,2386.6,2593.0,3128.49,2513.49,8.33,83.33
2566.99,1648.94,4910.09,5393.48,4046.32,5146.81,4631.01,5277.12,3646.96,2881.58,3730.53,3404.6,3616.72,4036.37,3710.31,3060.11,10.0,220.0
2556.2,1729.44,2487.55,2705.24,983.0,1202.48,2666.47,2815.75,3635.15,2894.83,2473.35,1991.1,903.67,935.5,2573.42,1995.78,6.67,0.0
2582.94,1673.06,2945.91,3155.75,983.59,1219.25,3250.23,3440.67,3614.61,2894.02,2980.65,2400.1,906.19,925.58,3136.63,2448.59,10.0,0.0
3040.43,1604.28,4357.49,4764.26,2788.54,3397.0,4217.61,4651.94,4009.49,3163.36,3761.9,3182.29,2519.1,2719.18,3715.2,2951.1,0.0,73.33
2789.08,1703.08,4203.15,4495.69,1173.14,1366.2,4372.94,4616.04,3916.51,3131.57,4228.15,3341.73,1052.15,1128.22,4217.29,3289.21,16.67,0.0
2417.89,1710.22,4083.02,4552.34,4071.73,5464.77,3679.48,4326.02,3462.47,2724.98,2548.76,2681.64,3674.0,4035.09,2507.89,2241.48,0.0,283.33
2340.08,1723.18,1139.72,1262.24,563.24,806.44,1201.66,1276.91,3344.05,2706.29,1173.35,925.39,504.18,491.62,1211.27,911.61,0.0,133.33
2746.09,1652.7,5005.86,5501.84,4069.16,5170.0,4626.13,5213.19,3807.36,3008.96,3862.5,3464.53,3642.72,4050.17,3673.08,3040.99,0.0,220.0
2866.75,1703.3,3956.98,4277.41,1156.51,1317.21,3997.68,4217.94,3966.49,3168.16,4050.49,3167.03,1022.01,1101.47,3831.61,2961.75,10.0,0.0
2905.39,1630.2,3417.78,3646.96,1046.98,1274.43,3554.24,3765.91,3915.88,3130.17,3443.91,2741.87,944.65,1010.56,3472.21,2685.83,0.0,0.0
2378.61,1657.56,2436.49,2737.9,2308.93,3000.15,2244.65,2631.84,3356.52,2694.48,1610.86,1682.61,2126.0,2241.97,1635.26,1413.5,0.0,70.0
2604.11,1716.69,3104.12,3367.86,1403.54,1631.74,3062.61,3278.01,3658.49,2914.35,2875.37,2358.19,1255.63,1332.66,2883.47,2226.62,8.33,0.0
2479.94,1737.51,1325.55,1454.99,567.23,815.19,1346.05,1407.14,3477.53,2801.07,1352.76,1050.36,520.37,540.22,1372.51,1028.94,0.0,0.0
2307.45,1598.36,3318.59,3750.5,3636.06,4849.55,3267.4,3861.88,3457.75,2774.19,1958.89,2235.88,3335.07,3599.54,2200.89,1970.31,0.0,233.33
2011.97,1963.55,2266.41,2512.98,1525.04,1918.99,2059.83,2313.12,2995.75,2397.09,1736.39,1669.52,1418.38,1495.72,1753.68,1456.7,16.67,0.0
2574.96,1761.1,4108.89,4539.95,3437.14,4362.86,3874.71,4382.36,3608.88,2856.78,3139.15,2908.38,3037.39,3360.88,3070.95,2566.73,6.67,100.0
2573.93,1736.84,4024.84,4465.66,3349.56,4351.12,3835.03,4342.74,3689.53,2948.91,3100.21,2838.25,3057.89,3281.17,3082.36,2536.98,6.67,160.0
2675.88,1789.99,3627.59,3954.12,2440.52,3013.64,3572.8,3920.29,3716.12,2922.22,3086.26,2666.74,2198.71,2380.36,3110.56,2469.81,8.33,66.67
2420.9,1593.77,1299.31,1441.55,1653.8,2635.74,1570.84,1819.7,3453.03,2782.96,1170.91,1022.01,1769.21,1595.3,1392.33,1137.7,0.0,133.33
2342.31,1769.21,1020.63,1118.75,536.61,803.59,1106.09,1163.8,3345.5,2677.19,1006.22,811.0,512.63,498.8,1101.27,835.79,0.0,0.0
2675.62,1787.73,3677.95,4030.92,2509.67,3124.28,3593.22,3966.49,3701.14,2949.73,3103.85,2701.3,2268.13,2430.7,3096.02,2497.71,8.33,83.33
2866.75,1610.86,3531.55,3879.41,2595.58,3271.41,3398.76,3785.37,3811.71,3033.79,2877.53,2526.76,2359.69,2520.63,2843.35,2318.06,6.67,73.33
2598.17,1877.05,4128.04,4567.87,3296.69,4177.26,3860.0,4343.41,3682.22,2913.26,3172.11,2896.45,2943.46,3238.81,3102.17,2554.66,6.67,130.0
2442.03,1752.1,2712.86,3032.41,2484.25,3174.65,2531.87,2919.78,3421.0,2734.73,1915.75,1880.27,2260.29,2397.84,1904.67,1612.83,0.0,83.33
2764.63,1807.44,3810.47,4142.34,1947.26,2290.7,3683.74,3937.98,3771.15,2980.92,3406.65,2832.62,1706.87,1863.29,3362.04,2640.67,10.0,0.0
2728.93,1757.95,1755.25,1930.33,665.19,890.72,1692.39,1759.98,3743.74,3005.65,1801.99,1401.64,623.14,627.37,1681.05,1269.67,0.0,0.0
2158.39,1896.37,1152.86,1286.44,703.27,934.72,1166.85,1230.33,3061.22,2460.71,1058.51,908.7,650.76,643.38,1081.05,842.86,0.0,233.33
2358.94,1701.74,2159.35,2347.02,788.22,1017.66,2449.34,2582.94,3432.74,2754.56,2183.47,1783.43,713.35,740.13,2383.85,1841.12,6.67,0.0
2812.01,1777.56,4396.51,4708.06,1427.08,1606.03,4482.37,4748.67,3830.05,3024.95,4307.67,3421.29,1272.98,1375.25,4268.46,3346.08,16.67,0.0
2467.28,1619.42,1223.35,1348.57,570.69,816.71,1271.33,1343.33,3478.41,2797.07,1235.46,980.84,531.19,517.49,1276.71,983.39,0.0,0.0
2400.1,1672.62,3189.08,3573.1,2983.94,3903.91,2871.33,3351.01,3411.33,2723.66,2133.9,2154.3,2673.01,2901.87,2049.42,1789.09,0.0,0.0
2499.75,1612.39,3219.44,3596.53,2460.71,3101.89,2604.11,2945.09,3385.33,2677.45,2228.33,2149.26,2148.29,2306.21,1934.73,1637.91,0.0,0.0
2388.35,1606.47,3943.36,4393.48,3864.69,5142.33,3525.0,4137.46,3453.33,2758.27,2541.08,2598.94,3506.56,3810.78,2387.85,2138.69,0.0,233.33
2392.59,1613.93,959.49,1063.09,530.1,781.22,1038.25,1097.46,3428.92,2749.53,940.95,769.69,503.82,493.95,1045.19,779.33,0.0,0.0
2291.2,1631.3,1508.64,1690.61,999.71,1260.38,1330.98,1485.62,3288.63,2624.05,1242.25,1066.68,906.77,923.25,1168.68,929.86,0.0,0.0
2694.74,1759.3,3599.84,3990.35,2666.74,3303.6,3469.25,3867.2,3683.74,2939.1,2929.56,2598.17,2411.12,2603.08,2910.0,2345.03,6.67,83.33
2357.95,1674.62,3919.35,4335.38,3839.71,5118.48,3493.51,4101.77,3381.54,2674.84,2509.67,2573.67,3467.19,3824.45,2402.6,2144.93,0.0,0.0
2745.83,1694.84,4338.39,4762.13,3484.63,4439.48,4097.89,4643.21,3855.94,3055.95,3381.25,3040.43,3106.64,3418.66,3334.49,2729.72,8.33,163.33
2321.02,1683.27,1053.74,1180.46,633.44,878.96,1102.08,1194.11,3391.46,2742.13,974.76,814.05,592.56,585.8,1046.19,821.66,16.67,0.0
2101.87,1895.45,1634.6,1840.89,1073.86,1343.12,1433.46,1563.22,3052.9,2446.32,1346.47,1190.65,969.27,990.86,1268.02,999.71,0.0,0.0
2341.56,1674.39,2888.61,3217.74,2692.38,3445.97,2619.39,3091.0,3406.65,2694.48,1929.63,1959.82,2453.13,2617.57,1908.13,1656.23,0.0,100.0
2878.34,1692.17,4299.35,4720.75,2984.49,3711.84,4146.25,4591.74,3845.95,3039.05,3596.23,3114.75,2699.2,2939.64,3539.0,2844.42,10.0,100.0
2986.41,1801.99,4308.67,4633.8,1352.34,1531.53,4436.43,4679.25,4012.68,3190.49,4290.37,3379.21,1215.16,1317.21,4234.74,3308.21,0.0,0.0
2364.41,1752.78,2892.67,3213.76,2459.44,3182.85,2825.38,3216.03,3443.91,2746.36,2053.68,2039.5,2238.07,2371.38,2222.0,1861.92,6.67,76.67
2581.66,1832.45,4321.68,4763.2,3623.97,4635.19,4031.88,4592.78,3720.41,2930.38,3230.26,2988.61,3253.38,3583.6,3187.38,2652.91,0.0,180.0
2349.5,1659.33,762.9,872.6,526.86,794.1,834.07,894.2,3313.4,2650.57,717.84,618.18,503.46,480.17,797.51,621.67,0.0,0.0
2751.39,1753.68,3856.88,4238.7,2711.29,3362.91,3695.94,4117.0,3703.27,2956.83,3200.13,2781.89,2431.46,2657.34,3130.73,2516.81,8.33,83.33
2697.1,1607.13,1783.43,1962.85,710.55,919.75,1731.01,1847.97,3784.44,3022.19,1833.36,1414.56,654.46,667.22,1743.79,1303.05,0.0,0.0
2425.93,1706.65,3953.17,4429.65,4022.91,5395.41,3617.93,4244.31,3463.35,2769.14,2421.41,2629.5,3639.09,3992.26,2476.39,2202.34,0.0,283.33
2767.81,1617.44,1666.63,1819.02,627.74,886.48,1600.55,1687.27,3859.69,3094.35,1714.24,1317.63,596.57,600.23,1624.04,1216.8,0.0,0.0
2392.59,1657.34,831.59,932.0,587.08,853.97,880.5,941.14,3328.13,2671.96,772.33,647.81,537.51,524.69,834.26,645.41,0.0,0.0
2150.46,1898.68,1151.24,1318.04,720.27,947.97,1154.89,1246.16,3069.0,2474.62,1068.67,898.45,657.42,667.41,1108.5,852.25,0.0,0.0
3337.1,1720.72,4540.64,4845.96,1276.91,1464.18,4662.78,4927.11,4377.31,3466.89,4545.45,3590.82,1138.91,1243.27,4509.39,3513.1,18.33,0.0
2824.05,1760.2,3687.09,3937.66,1144.37,1334.33,3869.39,4092.71,3795.89,3032.69,3667.0,2923.31,1031.71,1096.06,3710.31,2889.69,13.33,0.0
2971.88,1683.72,4526.54,4827.33,1303.47,1488.62,4648.8,4934.37,3995.76,3181.16,4499.46,3580.3,1181.07,1250.27,4458.17,3453.33,18.33,0.0
2636.77,1727.21,4173.01,4588.28,3227.41,4148.86,4016.52,4496.04,3715.82,2956.83,3301.0,3003.17,2916.52,3213.19,3274.28,2671.18,8.33,150.0
2643.54,1713.79,4492.62,4936.19,3303.02,4118.3,4294.36,4780.6,3773.93,2954.37,3640.3,3229.12,2923.04,3272.56,3589.61,2940.73,6.67,136.67
2689.76,1707.09,4153.75,4570.64,2791.21,3403.14,3815.12,4210.05,3750.5,2967.77,3346.66,2945.37,2434.23,2660.47,3202.11,2597.39,8.33,0.0
2267.39,1694.17,4095.95,4570.98,4121.87,5440.68,3659.1,4256.21,3256.24,2583.2,2603.59,2713.92,3684.35,4065.29,2451.61,2213.5,0.0,276.67
2818.96,1647.61,4293.03,4713.35,3017.5,3776.71,4139.41,4586.2,3845.63,3045.14,3591.42,3104.12,2722.87,2962.85,3532.15,2850.06,0.0,100.0
2289.72,1636.58,1579.13,1760.65,1039.64,1300.97,1365.15,1518.56,3283.18,2641.46,1302.22,1119.56,955.58,982.02,1191.05,941.73,0.0,0.0
2432.72,1692.61,2993.0,3369.6,2818.69,3592.62,2753.5,3193.04,3517.85,2793.87,2017.37,2027.48,2551.84,2718.65,2010.09,1727.21,0.0,106.67
2800.53,1648.06,3693.5,4103.06,2860.28,3632.73,3405.48,3799.92,3857.5,3038.22,3021.09,2609.8,2583.2,2796.8,2761.71,2257.85,0.0,100.0
2814.68,1597.92,4334.04,4747.96,3053.18,3819.47,4159.94,4626.83,4003.74,3148.71,3587.21,3125.96,2744.24,3001.52,3555.43,2876.18,10.0,103.33
2232.95,1848.19,3243.95,3654.55,3279.44,4288.37,2979.0,3473.09,3185.12,2540.57,2109.74,2223.95,2945.37,3158.29,2073.81,1843.63,0.0,183.33
2888.88,1615.24,3159.42,3407.24,1108.5,1324.93,3321.19,3485.81,3903.91,3116.43,3188.79,2528.55,1007.2,1057.12,3213.47,2487.55,10.0,0.0
2380.36,1648.28,1017.86,1140.32,627.55,888.6,1094.86,1169.89,3380.37,2702.35,948.16,803.21,595.84,581.25,1051.95,807.96,0.0,0.0
2462.73,1743.57,2804.8,3136.35,2310.65,2898.08,2570.59,2939.37,3467.19,2772.33,2161.28,1986.19,2080.46,2220.3,2043.52,1711.33,0.0,66.67
2265.43,1702.19,4073.34,4542.7,4023.24,5248.68,3645.15,4229.14,3253.66,2565.19,2585.01,2685.3,3547.36,3900.77,2436.49,2173.81,0.0,0.0
2296.85,1746.04,2383.35,2693.95,2204.76,2824.31,2249.78,2588.62,3317.44,2628.98,1659.11,1671.95,2011.26,2131.02,1684.83,1432.19,0.0,66.67
2357.45,1671.29,3921.56,4384.38,3865.01,5118.48,3488.77,4091.1,3396.71,2687.14,2506.36,2592.23,3478.41,3832.85,2391.84,2141.57,0.0,233.33
2448.33,1618.76,1078.85,1209.43,557.79,825.86,1158.13,1224.99,3447.44,2771.53,1075.86,866.07,527.04,520.55,1165.83,868.57,0.0,0.0
2574.96,1716.47,3825.69,4262.17,3629.41,4751.85,3437.73,4008.21,3637.27,2847.64,2522.93,2550.04,3237.96,3565.91,2450.61,2125.28,0.0,0.0
2493.39,1706.42,1407.56,1527.2,653.72,918.2,1656.01,1774.4,3383.58,2712.34,1377.57,1159.34,607.92,603.89,1641.43,1285.4,6.67,0.0
2651.09,1711.78,1499.37,1653.8,628.29,845.54,1492.27,1574.98,3525.89,2828.06,1563.87,1189.83,562.15,577.42,1508.64,1137.09,0.0,0.0
2893.21,1609.32,3613.1,3920.92,1659.11,1961.92,3496.18,3740.66,4054.03,3209.21,3390.29,2745.83,1468.89,1612.83,3320.61,2570.33,10.0,0.0
