PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CE,CP,SE,Hydraulic_accumulator
156.55,105.86,1.74,0.0,8.47,8.42,2392.26,6.57,9.04,56.07,60.57,57.62,51.34,0.65,19.93,1.53,59.65,100.0
173.45,123.65,1.16,0.0,8.47,8.42,2617.7,3.4,9.04,56.0,60.24,57.62,51.36,0.73,19.85,1.52,31.69,100.0
156.33,105.64,1.75,0.0,8.47,8.42,2387.2,6.59,9.05,56.23,60.41,57.57,51.41,0.66,19.55,1.5,59.81,100.0
156.31,105.64,1.76,0.0,8.47,8.42,2387.06,6.57,9.04,56.16,60.55,57.65,51.41,0.64,19.74,1.52,59.71,100.0
156.3,105.64,1.74,0.0,8.47,8.42,2387.04,6.57,9.05,56.15,60.6,57.59,51.36,0.64,19.79,1.52,59.69,100.0
156.35,105.68,1.74,0.0,8.47,8.42,2388.15,6.58,9.04,56.11,60.61,57.58,51.22,0.64,20.23,1.55,59.69,100.0
156.3,105.64,1.74,0.0,8.47,8.42,2387.55,6.57,9.05,56.09,60.6,57.57,51.39,0.63,19.64,1.51,59.65,100.0
156.31,105.62,1.74,0.0,8.47,8.42,2388.54,6.58,9.05,56.08,60.58,57.59,51.23,0.62,20.2,1.55,59.65,100.0
172.9,123.2,1.12,0.0,8.47,8.42,2643.53,3.28,9.05,55.98,60.25,57.54,51.18,0.71,20.23,1.55,30.28,100.0
173.07,122.59,1.11,0.0,8.48,8.43,2643.4,3.24,9.05,55.97,59.97,57.46,51.07,0.73,20.36,1.56,29.13,100.0
173.08,122.59,1.12,0.0,8.47,8.42,2641.69,3.25,9.04,55.99,59.81,57.47,51.17,0.74,20.04,1.54,29.41,100.0
173.06,122.61,1.11,0.0,8.47,8.42,2641.54,3.23,9.04,55.97,59.7,57.54,51.22,0.74,20.08,1.54,29.11,100.0
173.04,122.58,1.1,0.0,8.47,8.42,2640.92,3.24,9.03,56.01,59.64,57.64,51.08,0.75,20.75,1.6,29.22,100.0
173.03,122.61,1.11,0.0,8.46,8.41,2641.39,3.23,9.03,56.03,59.61,57.67,51.34,0.74,19.97,1.54,29.08,100.0
173.01,122.56,1.1,0.0,8.46,8.41,2640.47,3.23,9.02,56.09,59.62,57.73,51.24,0.73,20.48,1.58,29.1,100.0
180.7,130.6,0.86,0.0,8.45,8.4,2740.64,2.02,9.01,56.17,59.59,57.81,51.4,0.76,20.19,1.55,18.28,100.0
173.45,122.54,1.07,0.02,8.44,8.39,2646.84,3.24,9.0,56.18,59.51,58.04,51.37,0.78,20.8,1.62,28.26,100.0
172.99,122.58,1.07,0.0,8.44,8.39,2635.51,3.24,8.99,56.27,59.65,58.07,51.72,0.74,19.82,1.54,29.34,100.0
172.9,122.5,1.07,0.0,8.44,8.39,2633.89,3.23,8.99,56.36,59.74,58.15,51.92,0.73,19.37,1.51,29.19,100.0
172.78,122.68,1.08,0.01,8.44,8.39,2633.68,3.27,8.99,56.45,59.83,58.17,51.87,0.73,19.57,1.52,29.98,100.0
172.77,122.67,1.07,0.01,8.43,8.38,2633.74,3.27,8.98,56.52,59.9,58.26,52.13,0.73,19.07,1.48,29.87,100.0
172.77,122.65,1.08,0.0,8.43,8.38,2634.0,3.28,8.98,56.57,59.95,58.29,52.22,0.74,18.86,1.47,30.02,100.0
172.77,122.66,1.08,0.0,8.43,8.38,2634.54,3.28,8.97,56.66,60.01,58.37,52.25,0.73,19.0,1.48,30.03,100.0
172.79,122.65,1.07,0.0,8.43,8.38,2634.86,3.27,8.98,56.71,60.07,58.4,52.32,0.73,18.87,1.47,29.94,100.0
172.78,122.64,1.07,0.0,8.42,8.38,2633.55,3.27,8.97,56.76,60.12,58.45,52.32,0.73,19.02,1.48,29.99,100.0
172.8,122.66,1.07,0.0,8.42,8.37,2633.72,3.26,8.97,56.83,60.16,58.47,52.33,0.71,19.04,1.48,29.85,100.0
172.78,122.66,1.07,0.16,8.42,8.37,2634.84,3.27,8.96,56.87,60.21,58.57,52.41,0.73,19.05,1.49,29.94,100.0
155.51,104.59,1.59,0.0,8.42,8.37,2401.76,6.24,8.96,57.05,60.71,58.55,52.47,0.65,18.78,1.47,55.86,100.0
172.77,122.65,1.07,0.0,8.42,8.37,2633.85,3.27,8.96,56.92,60.64,58.57,52.48,0.71,18.82,1.47,29.91,100.0
172.68,122.84,1.08,0.0,8.42,8.37,2632.98,3.29,8.96,57.0,60.55,58.59,52.49,0.73,18.84,1.47,30.32,100.0
172.72,122.84,1.09,0.0,8.42,8.37,2633.52,3.29,8.96,57.03,60.5,58.61,52.49,0.73,18.88,1.48,30.32,100.0
180.38,130.91,0.84,0.0,8.41,8.37,2732.25,2.08,8.95,57.11,60.42,58.59,52.49,0.74,18.86,1.47,19.58,100.0
173.06,122.83,1.08,0.03,8.4,8.36,2637.45,3.28,8.94,57.1,60.27,58.82,52.53,0.76,19.32,1.51,29.35,100.0
172.6,122.8,1.08,0.08,8.4,8.36,2630.03,3.29,8.93,57.11,60.39,58.87,52.64,0.72,19.05,1.5,30.4,100.0
172.59,122.8,1.08,0.0,8.4,8.36,2631.24,3.28,8.93,57.22,60.47,58.84,52.67,0.73,18.9,1.48,30.27,100.0
172.61,122.83,1.07,0.0,8.4,8.36,2631.22,3.29,8.93,57.28,60.53,58.87,52.71,0.72,18.84,1.48,30.41,100.0
172.6,122.81,1.06,0.0,8.4,8.36,2629.68,3.28,8.93,57.31,60.58,58.88,52.71,0.72,18.89,1.49,30.31,100.0
172.59,122.82,1.06,0.0,8.4,8.36,2629.45,3.28,8.92,57.33,60.61,58.96,52.72,0.72,19.06,1.5,30.27,100.0
172.62,122.84,1.06,0.0,8.4,8.36,2632.44,3.29,8.92,57.36,60.65,59.01,52.74,0.72,19.1,1.51,30.46,100.0
172.58,123.01,1.07,0.0,8.4,8.35,2631.95,3.28,8.92,57.37,60.67,59.01,52.76,0.72,19.03,1.5,30.35,100.0
172.55,122.96,1.07,0.0,8.4,8.35,2628.83,3.28,8.92,57.38,60.71,59.03,52.81,0.72,18.99,1.49,30.39,100.0
172.56,122.98,1.07,0.0,8.4,8.35,2629.09,3.28,8.91,57.42,60.72,59.05,52.78,0.71,19.14,1.51,30.34,100.0
172.54,122.94,1.07,0.0,8.4,8.35,2630.78,3.28,8.92,57.47,60.76,59.07,52.81,0.71,19.09,1.5,30.31,100.0
172.57,122.97,1.07,0.0,8.4,8.35,2628.44,3.28,8.91,57.47,60.8,59.11,52.87,0.71,18.93,1.5,30.31,100.0
172.51,122.94,1.07,0.0,8.4,8.35,2626.89,3.29,8.92,57.5,60.83,59.05,52.84,0.71,18.91,1.49,30.42,100.0
172.51,122.93,1.08,0.0,8.39,8.35,2625.54,3.28,8.91,57.53,60.85,59.12,52.82,0.72,19.13,1.51,30.42,100.0
172.54,122.94,1.07,0.01,8.39,8.34,2625.83,3.28,8.9,57.52,60.87,59.16,52.9,0.71,18.95,1.5,30.31,100.0
172.54,122.93,1.07,0.0,8.39,8.35,2625.87,3.28,8.91,57.54,60.89,59.14,52.87,0.71,18.92,1.51,30.29,100.0
172.52,122.93,1.07,0.0,8.39,8.35,2628.07,3.28,8.91,57.57,60.92,59.16,52.9,0.72,18.87,1.5,30.26,100.0
172.65,123.01,1.09,0.0,8.39,8.34,2617.52,3.32,8.91,57.59,60.96,59.2,52.92,0.72,18.9,1.51,30.82,100.0
172.94,122.45,1.07,0.0,8.39,8.34,2614.71,3.29,8.9,57.6,60.99,59.23,52.95,0.72,18.89,1.51,29.91,100.0
172.91,122.44,1.08,0.0,8.39,8.35,2618.58,3.3,8.91,57.63,61.0,59.23,52.89,0.72,19.12,1.52,30.06,100.0
172.92,122.48,1.08,0.0,8.39,8.35,2621.71,3.29,8.91,57.62,60.99,59.24,52.9,0.72,19.17,1.52,29.91,100.0
172.89,122.46,1.08,0.0,8.39,8.35,2617.07,3.29,8.91,57.63,60.99,59.29,52.96,0.72,19.1,1.52,29.89,100.0
172.93,122.49,1.08,0.0,8.39,8.35,2618.04,3.28,8.91,57.63,61.0,59.28,52.97,0.72,19.1,1.52,29.79,100.0
172.94,122.48,1.08,0.0,8.39,8.35,2619.97,3.3,8.91,57.67,61.0,59.27,52.97,0.72,19.1,1.51,29.99,100.0
172.94,122.5,1.07,0.0,8.39,8.35,2620.99,3.28,8.91,57.69,61.01,59.31,52.97,0.71,19.09,1.52,29.79,100.0
172.95,122.48,1.08,0.0,8.39,8.35,2619.21,3.28,8.91,57.7,61.06,59.31,52.99,0.72,19.09,1.52,29.77,100.0
172.93,122.45,1.08,0.0,8.39,8.34,2618.83,3.28,8.9,57.7,61.07,59.34,52.99,0.72,19.17,1.52,29.76,100.0
155.7,104.41,1.62,0.0,8.4,8.35,2389.23,6.32,8.91,57.84,61.5,59.28,52.98,0.63,19.07,1.51,56.41,100.0
172.85,122.74,1.07,0.0,8.39,8.35,2621.08,3.32,8.91,57.63,61.37,59.33,52.97,0.7,19.18,1.52,30.56,100.0
155.64,104.68,1.61,0.0,8.4,8.35,2389.84,6.35,8.92,57.77,61.63,59.19,52.96,0.64,18.92,1.5,57.11,100.0
172.88,122.77,1.07,0.0,8.4,8.35,2624.14,3.32,8.92,57.58,61.41,59.17,52.89,0.7,19.07,1.51,30.46,100.0
166.65,116.24,1.26,0.0,8.4,8.36,2540.06,4.33,8.93,57.64,61.39,59.08,52.88,0.69,18.92,1.49,39.25,100.0
155.66,104.73,1.61,0.02,8.41,8.36,2389.89,6.35,8.93,57.65,61.59,59.01,52.81,0.63,18.98,1.49,57.12,100.0
172.9,122.79,1.07,0.0,8.41,8.36,2621.45,3.3,8.93,57.5,61.37,59.04,52.78,0.7,19.14,1.5,30.33,100.0
172.86,122.76,1.08,0.0,8.41,8.36,2620.86,3.32,8.93,57.5,61.2,59.0,52.78,0.71,19.07,1.5,30.64,100.0
172.87,122.74,1.08,0.18,8.4,8.35,2610.36,3.3,8.91,57.51,61.1,59.02,52.79,0.72,19.13,1.5,30.48,100.0
172.86,122.72,1.08,0.09,8.39,8.34,2605.53,3.33,8.91,57.51,61.04,59.04,52.8,0.73,19.11,1.5,30.91,100.0
172.87,122.72,1.07,0.0,8.39,8.34,2602.86,3.32,8.9,57.5,61.0,59.08,52.8,0.73,19.2,1.51,30.72,100.0
172.77,122.92,1.08,0.0,8.38,8.34,2601.56,3.33,8.9,57.51,60.97,59.1,52.86,0.73,19.11,1.5,31.13,100.0
172.75,122.88,1.08,0.0,8.38,8.33,2602.05,3.33,8.89,57.56,60.97,59.15,52.88,0.73,19.14,1.5,31.11,100.0
172.76,122.93,1.07,0.0,8.38,8.33,2602.71,3.33,8.88,57.56,60.97,59.21,52.96,0.73,19.02,1.5,31.01,100.0
172.76,122.92,1.08,0.0,8.38,8.33,2604.21,3.33,8.88,57.56,60.98,59.22,52.97,0.73,19.0,1.49,31.05,100.0
172.77,122.91,1.08,0.0,8.38,8.33,2605.68,3.35,8.88,57.59,60.99,59.22,52.96,0.73,19.02,1.5,31.3,100.0
172.78,122.92,1.08,0.0,8.38,8.33,2607.36,3.33,8.88,57.58,61.0,59.24,52.97,0.73,19.03,1.5,31.15,100.0
172.77,122.92,1.08,0.02,8.38,8.33,2607.45,3.33,8.88,57.63,61.01,59.26,53.0,0.73,19.02,1.5,31.14,100.0
172.75,122.91,1.08,0.01,8.37,8.33,2607.14,3.34,8.88,57.63,61.02,59.29,52.99,0.73,19.08,1.51,31.11,100.0
172.73,122.87,1.09,0.0,8.37,8.33,2603.96,3.35,8.88,57.65,61.05,59.29,52.98,0.73,19.13,1.51,31.26,100.0
172.76,122.91,1.09,0.0,8.37,8.33,2604.79,3.32,8.87,57.65,61.06,59.32,52.99,0.72,19.17,1.51,30.95,100.0
172.73,123.07,1.09,0.0,8.37,8.33,2606.16,3.32,8.87,57.69,61.06,59.3,52.98,0.72,19.16,1.51,31.05,100.0
172.68,123.01,1.09,0.05,8.37,8.33,2604.54,3.33,8.87,57.72,61.09,59.34,52.99,0.72,19.21,1.52,31.13,100.0
172.71,123.02,1.09,0.0,8.37,8.33,2599.5,3.34,8.87,57.7,61.1,59.37,53.01,0.73,19.22,1.52,31.34,100.0
172.69,123.0,1.09,0.06,8.37,8.33,2599.48,3.34,8.87,57.72,61.12,59.34,52.99,0.73,19.18,1.52,31.32,100.0
172.71,123.03,1.09,0.14,8.37,8.33,2601.42,3.34,8.87,57.74,61.14,59.38,53.03,0.72,19.14,1.51,31.17,100.0
172.71,123.06,1.09,0.0,8.37,8.33,2601.87,3.32,8.87,57.77,61.16,59.38,53.04,0.73,19.15,1.51,31.11,100.0
172.7,123.03,1.09,0.0,8.37,8.33,2600.24,3.33,8.87,57.76,61.15,59.37,53.05,0.72,19.11,1.51,31.14,100.0
172.72,123.08,1.1,0.0,8.37,8.32,2600.04,3.33,8.87,57.76,61.15,59.39,53.01,0.72,19.22,1.52,31.12,100.0
172.7,123.04,1.09,0.01,8.37,8.32,2599.12,3.33,8.86,57.79,61.16,59.42,53.06,0.73,19.14,1.52,31.13,100.0
172.68,123.01,1.09,0.0,8.37,8.32,2599.34,3.34,8.86,57.77,61.16,59.41,53.05,0.73,19.19,1.52,31.23,100.0
155.97,105.34,1.7,0.11,8.37,8.33,2361.75,6.59,8.87,57.9,61.62,59.33,53.0,0.84,19.09,1.51,60.42,100.0
156.28,104.81,1.68,0.0,8.37,8.33,2366.33,6.52,8.87,57.79,61.87,59.32,52.99,0.71,19.12,1.51,59.05,100.0
173.39,122.83,1.11,0.02,8.37,8.33,2598.52,3.39,8.87,57.68,61.62,59.33,52.98,0.78,19.16,1.52,31.26,100.0
156.29,104.83,1.68,0.01,8.38,8.33,2367.94,6.54,8.88,57.82,61.82,59.22,52.97,0.76,18.96,1.49,59.08,100.0
156.28,104.84,1.68,0.0,8.38,8.33,2368.74,6.53,8.89,57.74,61.96,59.17,52.96,0.72,18.89,1.49,59.02,100.0
156.31,104.86,1.68,0.0,8.38,8.34,2367.17,6.53,8.89,57.63,61.96,59.14,52.89,0.71,18.99,1.5,59.11,100.0
156.33,104.87,1.68,0.0,8.39,8.34,2367.36,6.53,8.9,57.57,61.94,59.02,52.82,0.71,18.91,1.49,59.08,100.0
173.4,122.83,1.11,0.0,8.39,8.34,2597.36,3.38,8.9,57.47,61.6,58.98,52.78,0.83,18.94,1.49,31.02,100.0
156.32,104.85,1.67,0.0,8.4,8.35,2367.25,6.52,8.91,57.63,61.75,58.92,52.74,0.78,18.87,1.48,58.96,100.0
156.31,104.83,1.68,0.0,8.39,8.35,2369.02,6.52,8.91,57.47,61.8,58.96,52.74,0.71,19.06,1.5,58.94,100.0
156.34,104.87,1.67,0.0,8.4,8.35,2370.27,6.53,8.91,57.4,61.78,58.91,52.72,0.69,18.98,1.49,59.13,100.0
156.26,105.13,1.68,0.0,8.4,8.35,2370.83,6.56,8.92,57.33,61.76,58.84,52.71,0.7,18.83,1.47,59.66,100.0
156.21,105.08,1.69,0.0,8.4,8.35,2368.45,6.56,8.93,57.28,61.71,58.78,52.65,0.68,18.88,1.48,59.7,100.0
173.3,123.03,1.11,0.0,8.4,8.35,2597.16,3.43,8.93,57.16,61.36,58.75,52.61,0.77,18.92,1.48,32.0,100.0
156.26,105.11,1.69,0.0,8.41,8.36,2367.35,6.57,8.93,57.33,61.49,58.67,52.56,0.73,18.88,1.47,59.95,100.0
173.31,123.06,1.11,0.07,8.41,8.36,2597.92,3.42,8.93,57.18,61.28,58.71,52.55,0.74,19.01,1.48,31.83,100.0
173.32,123.09,1.12,0.0,8.4,8.35,2597.44,3.43,8.92,57.21,61.08,58.78,52.56,0.77,19.13,1.49,32.04,100.0
156.2,105.1,1.68,0.0,8.4,8.35,2366.59,6.57,8.92,57.36,61.38,58.75,52.57,0.71,19.03,1.49,59.86,100.0
156.24,105.14,1.69,0.0,8.4,8.35,2367.07,6.56,8.92,57.25,61.52,58.8,52.62,0.69,18.98,1.49,59.82,100.0
173.32,123.12,1.11,0.0,8.4,8.35,2597.57,3.42,8.92,57.13,61.26,58.76,52.64,0.75,18.82,1.47,31.85,100.0
156.25,105.17,1.68,0.0,8.4,8.36,2366.35,6.57,8.92,57.32,61.45,58.71,52.58,0.72,18.86,1.47,59.96,100.0
156.13,105.32,1.69,0.0,8.4,8.36,2365.87,6.58,8.92,57.25,61.55,58.71,52.57,0.68,18.92,1.48,60.28,100.0
156.14,105.33,1.68,0.0,8.41,8.36,2367.22,6.57,8.93,57.19,61.58,58.65,52.54,0.66,18.83,1.47,60.03,100.0
156.16,105.37,1.69,0.0,8.41,8.37,2369.85,6.58,8.93,57.13,61.57,58.61,52.51,0.65,18.8,1.47,60.13,100.0
173.24,123.3,1.11,0.0,8.41,8.37,2601.76,3.43,8.94,57.04,61.26,58.6,52.51,0.74,18.86,1.47,32.18,100.0
173.25,123.33,1.12,0.0,8.42,8.37,2601.93,3.43,8.94,57.11,61.05,58.58,52.5,0.79,18.81,1.47,32.16,100.0
156.15,105.35,1.69,0.0,8.41,8.37,2369.16,6.59,8.94,57.27,61.32,58.53,52.49,0.71,18.72,1.46,60.26,100.0
156.16,105.35,1.7,0.0,8.41,8.36,2369.2,6.58,8.93,57.15,61.45,58.67,52.49,0.66,19.08,1.49,60.06,100.0
156.17,105.35,1.69,0.0,8.41,8.37,2366.71,6.57,8.93,57.11,61.49,58.57,52.49,0.66,18.83,1.46,60.05,100.0
173.28,123.32,1.11,0.02,8.41,8.37,2598.88,3.44,8.94,57.02,61.17,58.57,52.49,0.79,18.82,1.47,32.27,100.0
156.2,105.35,1.69,0.58,8.41,8.37,2368.93,6.58,8.94,57.19,61.37,58.54,52.38,0.73,19.0,1.48,60.18,100.0
156.15,105.5,1.68,0.0,8.41,8.37,2370.4,6.56,8.94,57.05,61.46,58.53,52.4,0.65,18.89,1.48,59.92,100.0
156.16,105.52,1.69,0.0,8.42,8.37,2369.88,6.57,8.95,56.99,61.45,58.48,52.4,0.65,18.78,1.47,60.07,100.0
180.87,131.52,0.85,0.0,8.41,8.37,2698.17,2.12,8.95,56.92,61.08,58.45,52.35,0.76,18.86,1.47,20.25,100.0
156.6,105.54,1.74,0.0,8.41,8.37,2375.89,6.57,8.94,57.05,61.13,58.55,52.39,0.74,19.04,1.48,59.15,100.0
156.23,105.58,1.73,0.0,8.41,8.37,2366.45,6.57,8.94,56.97,61.29,58.53,52.46,0.67,18.76,1.46,60.14,100.0
173.22,123.45,1.16,0.0,8.41,8.37,2594.98,3.41,8.94,56.9,61.05,58.52,52.42,0.73,18.88,1.47,31.97,100.0
156.09,105.43,1.72,0.0,8.41,8.37,2364.61,6.56,8.94,57.08,61.22,58.46,52.39,0.67,18.79,1.46,60.1,100.0
173.2,123.43,1.15,0.0,8.41,8.37,2596.83,3.41,8.94,56.95,61.03,58.52,52.37,0.75,18.94,1.48,32.07,100.0
156.16,105.49,1.72,0.0,8.42,8.37,2366.31,6.57,8.94,57.12,61.24,58.48,52.39,0.71,18.76,1.47,60.18,100.0
156.16,105.46,1.73,0.1,8.41,8.37,2366.41,6.57,8.94,57.01,61.35,58.48,52.36,0.65,18.83,1.47,60.17,100.0
156.15,105.44,1.72,0.0,8.42,8.37,2370.32,6.56,8.95,56.9,61.33,58.41,52.34,0.72,18.74,1.46,59.83,90.0
156.18,105.44,1.72,0.0,8.42,8.37,2371.38,6.55,8.95,56.86,61.31,58.36,52.32,0.66,18.73,1.46,59.85,90.0
156.2,105.47,1.72,0.0,8.42,8.38,2371.29,6.56,8.95,56.82,61.3,58.31,52.31,0.64,18.57,1.45,59.89,90.0
156.2,105.46,1.73,0.0,8.43,8.38,2370.44,6.57,8.96,56.77,61.27,58.24,52.24,0.65,18.62,1.45,60.08,90.0
156.21,105.48,1.71,0.0,8.43,8.38,2369.97,6.56,8.96,56.7,61.21,58.19,52.15,0.65,18.79,1.46,59.93,90.0
156.23,105.49,1.72,0.0,8.43,8.38,2370.74,6.56,8.96,56.63,61.16,58.15,52.09,0.67,18.83,1.46,59.94,90.0
156.24,105.5,1.71,0.0,8.44,8.39,2370.22,6.57,8.97,56.59,61.13,58.11,52.08,0.66,18.72,1.45,60.11,90.0
156.24,105.49,1.71,0.0,8.44,8.39,2369.6,6.57,8.98,56.53,61.09,58.02,52.04,0.66,18.6,1.44,60.16,90.0
156.24,105.47,1.71,0.02,8.44,8.39,2370.04,6.56,8.98,56.48,61.05,57.96,51.92,0.65,18.84,1.46,59.93,90.0
156.26,105.51,1.71,0.0,8.44,8.39,2371.56,6.57,8.98,56.46,61.01,57.97,51.9,0.64,18.94,1.47,60.22,90.0
172.88,123.15,1.09,0.0,8.44,8.39,2628.67,3.27,8.98,56.31,60.64,57.92,51.78,0.72,19.17,1.49,30.33,90.0
173.09,122.55,1.09,0.0,8.45,8.4,2630.22,3.23,8.99,56.28,60.32,57.83,51.88,0.74,18.65,1.44,29.28,90.0
173.06,122.52,1.1,0.01,8.45,8.4,2628.3,3.23,8.99,56.28,60.13,57.82,51.58,0.73,19.57,1.51,29.2,90.0
173.02,122.5,1.1,0.01,8.45,8.39,2627.5,3.23,8.99,56.27,60.01,57.85,51.69,0.74,19.29,1.49,29.25,90.0
173.03,122.51,1.1,0.0,8.44,8.39,2627.75,3.23,8.98,56.27,59.94,57.97,51.58,0.74,19.92,1.55,29.28,90.0
172.97,122.46,1.1,0.0,8.44,8.39,2625.74,3.23,8.98,56.31,59.89,58.0,51.69,0.74,19.69,1.53,29.3,90.0
173.0,122.52,1.1,0.0,8.43,8.39,2625.72,3.23,8.97,56.36,59.88,58.01,51.86,0.74,19.19,1.49,29.25,90.0
180.67,130.54,0.86,0.0,8.43,8.39,2726.46,2.03,8.97,56.4,59.84,58.07,51.77,0.76,19.58,1.52,18.53,90.0
173.4,122.49,1.09,0.05,8.42,8.38,2634.49,3.24,8.96,56.4,59.71,58.25,51.72,0.76,20.26,1.58,28.45,90.0
172.96,122.51,1.09,0.0,8.42,8.38,2626.27,3.23,8.96,56.46,59.84,58.27,52.13,0.74,19.02,1.48,29.3,90.0
172.92,122.47,1.09,0.06,8.42,8.37,2626.57,3.22,8.95,56.57,59.92,58.36,52.23,0.74,18.91,1.48,29.14,90.0
172.8,122.69,1.09,0.06,8.42,8.37,2626.22,3.25,8.95,56.62,59.99,58.39,52.31,0.74,18.76,1.47,29.8,90.0
180.5,130.76,0.85,0.0,8.41,8.37,2728.45,2.06,8.94,56.71,59.98,58.48,52.32,0.75,18.92,1.48,19.27,90.0
173.23,122.66,1.09,0.46,8.4,8.36,2630.3,3.23,8.92,56.71,59.89,58.61,52.4,0.76,19.04,1.49,28.61,90.0
172.84,122.67,1.09,0.0,8.4,8.36,2620.98,3.25,8.92,56.78,60.08,58.66,52.48,0.73,18.89,1.49,29.9,90.0
172.8,122.63,1.08,0.0,8.4,8.36,2621.02,3.25,8.91,56.88,60.17,58.66,52.5,0.74,18.83,1.48,29.83,90.0
172.8,122.66,1.09,0.02,8.4,8.36,2621.65,3.26,8.92,56.97,60.25,58.69,52.5,0.74,18.86,1.49,30.04,90.0
172.8,122.67,1.09,0.0,8.4,8.36,2621.74,3.26,8.91,57.01,60.31,58.72,52.5,0.74,18.94,1.49,30.05,90.0
172.79,122.66,1.1,0.0,8.4,8.35,2621.38,3.25,8.91,57.06,60.36,58.74,52.54,0.73,18.88,1.49,29.94,90.0
172.79,122.65,1.09,0.0,8.39,8.35,2617.05,3.26,8.9,57.08,60.4,58.77,52.55,0.74,18.94,1.49,30.15,90.0
166.57,116.14,1.28,0.0,8.4,8.35,2534.02,4.25,8.91,57.15,60.63,58.73,52.55,0.71,18.85,1.48,38.69,90.0
155.46,104.8,1.63,0.0,8.4,8.36,2385.33,6.24,8.91,57.22,60.99,58.69,52.56,0.65,18.71,1.47,56.41,90.0
172.76,122.93,1.1,0.0,8.4,8.35,2619.16,3.27,8.91,57.08,60.86,58.71,52.53,0.72,18.86,1.49,30.31,90.0
172.75,122.9,1.11,0.1,8.4,8.36,2619.69,3.27,8.91,57.11,60.74,58.66,52.54,0.74,18.68,1.47,30.29,90.0
180.46,131.0,0.86,0.13,8.4,8.35,2722.76,2.06,8.91,57.16,60.6,58.68,52.52,0.75,18.77,1.48,19.4,90.0
172.78,122.56,1.11,1.58,8.4,8.35,2624.03,3.29,8.9,57.12,60.43,58.82,52.55,0.8,19.0,1.51,29.47,90.0
166.64,116.53,1.28,1.36,8.4,8.35,2536.66,4.27,8.9,57.16,60.73,58.8,52.61,0.71,18.77,1.49,39.07,90.0
155.57,104.93,1.63,0.03,8.4,8.36,2388.05,6.23,8.91,57.25,61.07,58.74,52.6,0.65,18.66,1.47,56.32,90.0
172.82,122.96,1.11,0.08,8.4,8.36,2620.97,3.27,8.9,57.09,60.95,58.78,52.57,0.71,18.89,1.49,30.35,90.0
172.8,122.94,1.1,0.0,8.41,8.36,2621.01,3.27,8.91,57.12,60.79,58.68,52.56,0.73,18.65,1.47,30.32,90.0
172.76,122.92,1.11,0.0,8.41,8.36,2621.04,3.27,8.91,57.13,60.71,58.74,52.56,0.73,18.77,1.48,30.29,90.0
172.67,123.05,1.11,0.0,8.4,8.35,2620.51,3.26,8.9,57.14,60.67,58.8,52.57,0.73,18.86,1.49,30.19,90.0
172.71,123.09,1.11,0.0,8.4,8.35,2621.6,3.26,8.9,57.12,60.63,58.81,52.59,0.73,18.84,1.49,30.17,90.0
172.69,123.07,1.12,0.0,8.4,8.35,2620.78,3.27,8.9,57.18,60.63,58.85,52.63,0.73,18.79,1.49,30.38,90.0
155.39,104.97,1.65,0.0,8.41,8.36,2386.31,6.23,8.9,57.27,61.04,58.78,52.66,0.65,18.57,1.47,56.29,90.0
172.63,123.0,1.11,0.0,8.4,8.36,2620.14,3.26,8.91,57.12,60.92,58.81,52.58,0.72,18.85,1.49,30.19,90.0
172.64,123.01,1.12,0.0,8.4,8.36,2620.64,3.27,8.91,57.16,60.8,58.77,52.6,0.73,18.66,1.48,30.42,90.0
172.62,122.98,1.11,0.0,8.4,8.36,2620.75,3.26,8.9,57.18,60.72,58.78,52.58,0.73,18.82,1.49,30.22,90.0
172.63,122.99,1.12,0.0,8.4,8.35,2621.84,3.26,8.9,57.2,60.69,58.84,52.58,0.73,18.96,1.5,30.18,90.0
172.58,122.94,1.1,0.0,8.4,8.35,2621.73,3.26,8.9,57.21,60.65,58.85,52.6,0.72,18.92,1.5,30.21,90.0
172.56,122.95,1.1,0.0,8.4,8.35,2621.52,3.26,8.9,57.22,60.65,58.84,52.59,0.73,18.88,1.5,30.23,90.0
172.71,123.06,1.1,0.0,8.4,8.35,2604.72,3.31,8.89,57.22,60.65,58.88,52.62,0.73,18.88,1.5,30.88,90.0
173.0,122.49,1.1,0.0,8.39,8.35,2608.05,3.26,8.89,57.25,60.66,58.93,52.64,0.73,18.94,1.51,29.77,90.0
172.98,122.49,1.1,0.0,8.39,8.35,2607.57,3.27,8.89,57.26,60.68,58.95,52.71,0.73,18.78,1.5,29.9,90.0
173.0,122.48,1.11,0.0,8.39,8.35,2607.42,3.26,8.88,57.29,60.68,58.99,52.72,0.73,18.84,1.5,29.77,90.0
173.01,122.51,1.11,0.0,8.39,8.35,2607.58,3.27,8.88,57.35,60.7,58.96,52.72,0.72,18.75,1.49,29.83,90.0
172.98,122.52,1.1,0.0,8.39,8.35,2607.8,3.26,8.88,57.32,60.71,58.95,52.73,0.72,18.77,1.5,29.76,90.0
155.72,104.41,1.64,0.0,8.39,8.35,2376.23,6.3,8.89,57.43,61.16,58.96,52.72,0.64,18.76,1.49,56.62,90.0
173.06,122.54,1.09,0.0,8.39,8.35,2611.01,3.26,8.89,57.24,61.05,58.97,52.72,0.71,18.78,1.5,29.72,90.0
